Ic (@Vce=1.2V) = {0.4654mA, 0.8008mA, 1.321mA, 2.148mA, 3.590mA
6.306mA, 11.11mA, 18.39mA, 27.58mA, 37.33mA, 44.82mA, 50.65mA
56.15mA, 61.37mA}

H21 vs. freq

Point prm/cv                     freq                 H21_dB.m
  405  29/ 4  3.0000000000000000E+010  1.3159498923842239E+001
  406  30/ 4  3.1000000000000000E+010  1.2832976082786400E+001
  407  31/ 4  3.2000000000000000E+010  1.2714951649769089E+001
  408  32/ 4  3.3000000000000000E+010  1.2425042542636010E+001
  409  33/ 4  3.4000000000000000E+010  1.2062196790411861E+001
  410  34/ 4  3.5000000000000000E+010  1.1830809698268570E+001
  411  35/ 4  3.6000000000000000E+010  1.1488592272087709E+001
  412  36/ 4  3.7000000000000000E+010  1.1088385698147560E+001
  413  37/ 4  3.8000000000000000E+010  1.0981453382861240E+001
  414  38/ 4  3.9000000000000000E+010  1.0631611216969331E+001
  415  39/ 4  4.0000000000000000E+010  1.0907000543541070E+001
  416  40/ 4  4.1000000000000000E+010  1.0472219028396291E+001
  417  41/ 4  4.2000000000000000E+010  1.0093583673921970E+001
  418  42/ 4  4.3000000000000000E+010  9.7726305542885168E+000
  419  43/ 4  4.4000000000000000E+010  9.8735663528279627E+000
  420  44/ 4  4.5000000000000000E+010  9.8288231022115493E+000
  421  45/ 4  4.6000000000000000E+010  1.0288719708468310E+001
  422  46/ 4  4.7000000000000000E+010  1.2817000948705530E+001
  423  47/ 4  4.8000000000000000E+010  1.0554210980443271E+001
  424  48/ 4  4.9000000000000000E+010  8.4701120521501796E+000
  425  49/ 4  5.0000000000000000E+010  7.3914340400179857E+000
  426  50/ 4  5.1000000000000000E+010  7.3080508500631547E+000
  427  51/ 4  5.2000000000000000E+010  6.8609751063000504E+000
  428  52/ 4  5.3000000000000000E+010  8.3025120163488619E+000
  429  53/ 4  5.4000000000000000E+010  7.9524010268121810E+000
  430  54/ 4  5.5000000000000000E+010  5.9366983237863424E+000
  431  55/ 4  5.6000000000000000E+010  8.9816910115499322E+000
  432  56/ 4  5.7000000000000000E+010  7.0610750280194168E+000
  433  57/ 4  5.8000000000000000E+010  7.7264072147641381E+000
  434  58/ 4  5.9000000000000000E+010  8.9119045404657200E+000
  435  59/ 4  6.0000000000000000E+010  7.7802275967911081E+000
  436  60/ 4  6.1000000000000000E+010  8.1873614721964056E+000
  437  61/ 4  6.2000000000000000E+010  7.6442495594287019E+000
  438  62/ 4  6.3000000000000000E+010  8.0098031497029059E+000
  439  63/ 4  6.4000000000000000E+010  7.9445405927270487E+000
  440  64/ 4  6.5000000000000000E+010  7.5512910744843627E+000
  441  65/ 4  6.6000000000000000E+010  7.1861801528227787E+000
  442  66/ 4  6.7000000000000000E+010  7.1344721810552354E+000
  443  67/ 4  6.8000000000000000E+010  6.9286794161641998E+000
  444  68/ 4  6.9000000000000000E+010  6.6851977710133914E+000
  445  69/ 4  7.0000000000000000E+010  6.8784802081629550E+000
  446  70/ 4  7.1000000000000000E+010  6.4469484936676826E+000
  447  71/ 4  7.2000000000000000E+010  6.4618604930942771E+000
  448  72/ 4  7.3000000000000000E+010  6.2359790527955852E+000
  449  73/ 4  7.4000000000000000E+010  5.9682318830135683E+000
  450  74/ 4  7.5000000000000000E+010  6.1519790319777892E+000
  451  75/ 4  7.6000000000000000E+010  6.0947948624055526E+000
  452  76/ 4  7.7000000000000000E+010  6.2228401065008656E+000
  453  77/ 4  7.8000000000000000E+010  5.9743327249841904E+000
  454  78/ 4  7.9000000000000000E+010  6.0269391658663620E+000
  455  79/ 4  8.0000000000000000E+010  5.2330995557107478E+000
  456  80/ 4  8.1000000000000000E+010  4.5037140621046783E+000
  457  81/ 4  8.2000000000000000E+010  5.7017398976699134E+000
  458  82/ 4  8.3000000000000000E+010  5.0560100660686818E+000
  459  83/ 4  8.4000000000000000E+010  4.7720804375066814E+000
  460  84/ 4  8.5000000000000000E+010  4.9306139901666306E+000
  461  85/ 4  8.6000000000000000E+010  5.0396718317297760E+000
  462  86/ 4  8.7000000000000000E+010  4.8767311991230029E+000
  463  87/ 4  8.8000000000000000E+010  4.6572734928661959E+000
  464  88/ 4  8.9000000000000000E+010  4.5902840785672936E+000
  465  89/ 4  9.0000000000000000E+010  4.9568900303547654E+000
  466  90/ 4  9.1000000000000000E+010  4.6558678733874608E+000
  467  91/ 4  9.2000000000000000E+010  4.6038154591678531E+000
  468  92/ 4  9.3000000000000000E+010  4.3495020790651351E+000
  469  93/ 4  9.4000000000000000E+010  4.2337216104876418E+000
  470   0/ 5  1.0000000000000000E+009  4.4077099327519427E+001
  471   1/ 5  2.0000000000000000E+009  3.8852463310087543E+001
  472   2/ 5  3.0000000000000000E+009  3.5531049902234692E+001
  473   3/ 5  4.0000000000000000E+009  3.3031398187333757E+001
  474   4/ 5  5.0000000000000000E+009  3.1154553111297201E+001
  475   5/ 5  6.0000000000000000E+009  2.9569476187038379E+001
  476   6/ 5  7.0000000000000000E+009  2.8243731605367440E+001
  477   7/ 5  8.0000000000000000E+009  2.7065349153751288E+001
  478   8/ 5  9.0000000000000000E+009  2.6072546325371430E+001
  479   9/ 5  1.0000000000000000E+010  2.5083640433245879E+001
  480  10/ 5  1.1000000000000000E+010  2.4301551042238160E+001
  481  11/ 5  1.2000000000000000E+010  2.3605171092398962E+001
  482  12/ 5  1.3000000000000000E+010  2.2889478993611121E+001
  483  13/ 5  1.4000000000000000E+010  2.2192549528330058E+001
  484  14/ 5  1.5000000000000000E+010  2.1596674594937859E+001
  485  15/ 5  1.6000000000000000E+010  2.0955727081585579E+001
  486  16/ 5  1.7000000000000000E+010  2.0522502603143941E+001
  487  17/ 5  1.8000000000000000E+010  2.0002280218276312E+001
  488  18/ 5  1.9000000000000000E+010  1.9580716112919578E+001
  489  19/ 5  2.0000000000000000E+010  1.9028185129164100E+001
  490  20/ 5  2.1000000000000000E+010  1.8705060730517140E+001
  491  21/ 5  2.2000000000000000E+010  1.8286071131157261E+001
  492  22/ 5  2.3000000000000000E+010  1.7872150624269288E+001
  493  23/ 5  2.4000000000000000E+010  1.7548513286275838E+001
  494  24/ 5  2.5000000000000000E+010  1.7118033600489142E+001
  495  25/ 5  2.6000000000000000E+010  1.6824841403794231E+001
  496  26/ 5  2.7000000000000000E+010  1.6476635055523300E+001
  497  27/ 5  2.8000000000000000E+010  1.6300590500915408E+001
  498  28/ 5  2.9000000000000000E+010  1.5931071409022421E+001
  499  29/ 5  3.0000000000000000E+010  1.5575027798973579E+001
  500  30/ 5  3.1000000000000000E+010  1.5222673355933530E+001
  501  31/ 5  3.2000000000000000E+010  1.5029077309023840E+001
  502  32/ 5  3.3000000000000000E+010  1.4776395027656930E+001
  503  33/ 5  3.4000000000000000E+010  1.4520826397199960E+001
  504  34/ 5  3.5000000000000000E+010  1.4111655434979779E+001
  505  35/ 5  3.6000000000000000E+010  1.3933248185217820E+001
  506  36/ 5  3.7000000000000000E+010  1.3571239887410670E+001
  507  37/ 5  3.8000000000000000E+010  1.3561492218189899E+001
  508  38/ 5  3.9000000000000000E+010  1.3112869913466991E+001
  509  39/ 5  4.0000000000000000E+010  1.3180653182291390E+001
  510  40/ 5  4.1000000000000000E+010  1.2842342452927181E+001
  511  41/ 5  4.2000000000000000E+010  1.2448153475445560E+001
  512  42/ 5  4.3000000000000000E+010  1.2124673424266470E+001
  513  43/ 5  4.4000000000000000E+010  1.2360101655861950E+001
  514  44/ 5  4.5000000000000000E+010  1.2265374695500279E+001
  515  45/ 5  4.6000000000000000E+010  1.3175923774734949E+001
  516  46/ 5  4.7000000000000000E+010  1.6460814555698072E+001
  517  47/ 5  4.8000000000000000E+010  1.3533333376657430E+001
  518  48/ 5  4.9000000000000000E+010  1.2028749542856410E+001
  519  49/ 5  5.0000000000000000E+010  1.0787093710715491E+001
  520  50/ 5  5.1000000000000000E+010  9.9361812919870260E+000
  521  51/ 5  5.2000000000000000E+010  8.7830699108186057E+000
  522  52/ 5  5.3000000000000000E+010  1.1013189223390970E+001
  523  53/ 5  5.4000000000000000E+010  1.0370157903246680E+001
  524  54/ 5  5.5000000000000000E+010  7.8662107449635794E+000
  525  55/ 5  5.6000000000000000E+010  1.1554295771036861E+001
  526  56/ 5  5.7000000000000000E+010  9.2515317140739466E+000
  527  57/ 5  5.8000000000000000E+010  1.0345538785827230E+001
  528  58/ 5  5.9000000000000000E+010  1.1932174720088890E+001
  529  59/ 5  6.0000000000000000E+010  1.1121351381575060E+001
  530  60/ 5  6.1000000000000000E+010  1.0474903030052159E+001
  531  61/ 5  6.2000000000000000E+010  9.9327813372275067E+000
  532  62/ 5  6.3000000000000000E+010  1.0302800046660300E+001
  533  63/ 5  6.4000000000000000E+010  1.0225278085774860E+001
  534  64/ 5  6.5000000000000000E+010  9.8531274432063150E+000
  535  65/ 5  6.6000000000000000E+010  9.4584163512714685E+000
  536  66/ 5  6.7000000000000000E+010  9.3715242684933884E+000
  537  67/ 5  6.8000000000000000E+010  9.1891471053678870E+000
  538  68/ 5  6.9000000000000000E+010  8.9148027767847449E+000
  539  69/ 5  7.0000000000000000E+010  9.1313059149701559E+000
  540  70/ 5  7.1000000000000000E+010  8.6777701115082877E+000
  541  71/ 5  7.2000000000000000E+010  8.6827256433717412E+000
  542  72/ 5  7.3000000000000000E+010  8.4566767692979070E+000
  543  73/ 5  7.4000000000000000E+010  8.1566101311618038E+000
  544  74/ 5  7.5000000000000000E+010  8.3929229562488050E+000
  545  75/ 5  7.6000000000000000E+010  8.3019634563015838E+000
  546  76/ 5  7.7000000000000000E+010  8.4504349850833727E+000
  547  77/ 5  7.8000000000000000E+010  8.1955942712803189E+000
  548  78/ 5  7.9000000000000000E+010  8.2639657971794875E+000
  549  79/ 5  8.0000000000000000E+010  7.4209582007428736E+000
  550  80/ 5  8.1000000000000000E+010  6.6995780058204009E+000
  551  81/ 5  8.2000000000000000E+010  7.8567363372405179E+000
  552  82/ 5  8.3000000000000000E+010  7.1757749996520070E+000
  553  83/ 5  8.4000000000000000E+010  6.8819238466654644E+000
  554  84/ 5  8.5000000000000000E+010  7.0222476739020383E+000
  555  85/ 5  8.6000000000000000E+010  7.1827782511176324E+000
  556  86/ 5  8.7000000000000000E+010  6.9976463835575684E+000
  557  87/ 5  8.8000000000000000E+010  6.7342160392989774E+000
  558  88/ 5  8.9000000000000000E+010  6.7027470628309516E+000
  559  89/ 5  9.0000000000000000E+010  7.0990400269915099E+000
  560  90/ 5  9.1000000000000000E+010  6.7743371168235189E+000
  561  91/ 5  9.2000000000000000E+010  6.6993509629336376E+000
  562  92/ 5  9.3000000000000000E+010  6.4477028493194748E+000
  563  93/ 5  9.4000000000000000E+010  6.5219182019883402E+000
  564   0/ 6  1.0000000000000000E+009  4.3637300114649058E+001
  565   1/ 6  2.0000000000000000E+009  3.9434850527449228E+001
  566   2/ 6  3.0000000000000000E+009  3.6401401696101047E+001
  567   3/ 6  4.0000000000000000E+009  3.4066389338501537E+001
  568   4/ 6  5.0000000000000000E+009  3.2243389091195617E+001
  569   5/ 6  6.0000000000000000E+009  3.0729070865096318E+001
  570   6/ 6  7.0000000000000000E+009  2.9394065193347299E+001
  571   7/ 6  8.0000000000000000E+009  2.8241872644476182E+001
  572   8/ 6  9.0000000000000000E+009  2.7233263848489781E+001
  573   9/ 6  1.0000000000000000E+010  2.6298471611430010E+001
  574  10/ 6  1.1000000000000000E+010  2.5501739528620160E+001
  575  11/ 6  1.2000000000000000E+010  2.4769320707530809E+001
  576  12/ 6  1.3000000000000000E+010  2.4071792694209130E+001
  577  13/ 6  1.4000000000000000E+010  2.3405733502499160E+001
  578  14/ 6  1.5000000000000000E+010  2.2782127527438210E+001
  579  15/ 6  1.6000000000000000E+010  2.2227838880388319E+001
  580  16/ 6  1.7000000000000000E+010  2.1684357814406130E+001
  581  17/ 6  1.8000000000000000E+010  2.1178625625478521E+001
  582  18/ 6  1.9000000000000000E+010  2.0788265861600578E+001
  583  19/ 6  2.0000000000000000E+010  2.0229145293273501E+001
  584  20/ 6  2.1000000000000000E+010  1.9924799912539878E+001
  585  21/ 6  2.2000000000000000E+010  1.9481104111092151E+001
  586  22/ 6  2.3000000000000000E+010  1.9088506642924759E+001
  587  23/ 6  2.4000000000000000E+010  1.8677519412415130E+001
  588  24/ 6  2.5000000000000000E+010  1.8346498925300612E+001
  589  25/ 6  2.6000000000000000E+010  1.8000149819538230E+001
  590  26/ 6  2.7000000000000000E+010  1.7719600966846169E+001
  591  27/ 6  2.8000000000000000E+010  1.7416668875824659E+001
  592  28/ 6  2.9000000000000000E+010  1.7098188378845990E+001
  593  29/ 6  3.0000000000000000E+010  1.6764623309662511E+001
  594  30/ 6  3.1000000000000000E+010  1.6404005418190550E+001
  595  31/ 6  3.2000000000000000E+010  1.6277636975359609E+001
  596  32/ 6  3.3000000000000000E+010  1.5950336582325191E+001
  597  33/ 6  3.4000000000000000E+010  1.5731848646987840E+001
  598  34/ 6  3.5000000000000000E+010  1.5335310200089820E+001
  599  35/ 6  3.6000000000000000E+010  1.5113564720804330E+001
  600  36/ 6  3.7000000000000000E+010  1.4622603816705899E+001
  601  37/ 6  3.8000000000000000E+010  1.4666990347519050E+001
  602  38/ 6  3.9000000000000000E+010  1.4266405060578180E+001
  603  39/ 6  4.0000000000000000E+010  1.4270308626590460E+001
  604  40/ 6  4.1000000000000000E+010  1.4027020411363431E+001
  605  41/ 6  4.2000000000000000E+010  1.3587855380962431E+001
  606  42/ 6  4.3000000000000000E+010  1.3278672351958789E+001
  607  43/ 6  4.4000000000000000E+010  1.3493613888117871E+001
  608  44/ 6  4.5000000000000000E+010  1.3507722316066040E+001
  609  45/ 6  4.6000000000000000E+010  1.4654751542081851E+001
  610  46/ 6  4.7000000000000000E+010  1.9126200015607861E+001
  611  47/ 6  4.8000000000000000E+010  1.5011481075523440E+001
  612  48/ 6  4.9000000000000000E+010  1.3964649443523420E+001
  613  49/ 6  5.0000000000000000E+010  1.2198444947821770E+001
  614  50/ 6  5.1000000000000000E+010  1.1353962435196770E+001
  615  51/ 6  5.2000000000000000E+010  9.6132127319125544E+000
  616  52/ 6  5.3000000000000000E+010  1.1458871856535410E+001
  617  53/ 6  5.4000000000000000E+010  1.1870293486407380E+001
  618  54/ 6  5.5000000000000000E+010  8.7568993648631857E+000
  619  55/ 6  5.6000000000000000E+010  1.3493830602844460E+001
  620  56/ 6  5.7000000000000000E+010  1.0565440508941570E+001
  621  57/ 6  5.8000000000000000E+010  1.1299646149417240E+001
  622  58/ 6  5.9000000000000000E+010  1.3093098498989230E+001
  623  59/ 6  6.0000000000000000E+010  1.3046989371186241E+001
  624  60/ 6  6.1000000000000000E+010  1.1639760022535279E+001
  625  61/ 6  6.2000000000000000E+010  1.1079829082092250E+001
  626  62/ 6  6.3000000000000000E+010  1.1411149642480821E+001
  627  63/ 6  6.4000000000000000E+010  1.1373776926482920E+001
  628  64/ 6  6.5000000000000000E+010  1.0972917265189761E+001
  629  65/ 6  6.6000000000000000E+010  1.0588453761425040E+001
  630  66/ 6  6.7000000000000000E+010  1.0484368686534840E+001
  631  67/ 6  6.8000000000000000E+010  1.0337336292346620E+001
  632  68/ 6  6.9000000000000000E+010  1.0023972352575891E+001
  633  69/ 6  7.0000000000000000E+010  1.0283673854960711E+001
  634  70/ 6  7.1000000000000000E+010  9.7937823009455673E+000
  635  71/ 6  7.2000000000000000E+010  9.8232273255408149E+000
  636  72/ 6  7.3000000000000000E+010  9.5930684750613846E+000
  637  73/ 6  7.4000000000000000E+010  9.2482605229982315E+000
  638  74/ 6  7.5000000000000000E+010  9.5277543807075720E+000
  639  75/ 6  7.6000000000000000E+010  9.4089489581567669E+000
  640  76/ 6  7.7000000000000000E+010  9.5843008653325583E+000
  641  77/ 6  7.8000000000000000E+010  9.2931279631029700E+000
  642  78/ 6  7.9000000000000000E+010  9.3890874024947806E+000
  643  79/ 6  8.0000000000000000E+010  8.5091012922153411E+000
  644  80/ 6  8.1000000000000000E+010  7.8509256282852933E+000
  645  81/ 6  8.2000000000000000E+010  8.9626488590475368E+000
  646  82/ 6  8.3000000000000000E+010  8.2735997277367765E+000
  647  83/ 6  8.4000000000000000E+010  7.9805451802784262E+000
  648  84/ 6  8.5000000000000000E+010  8.1258867655542524E+000
  649  85/ 6  8.6000000000000000E+010  8.2984070218502630E+000
  650  86/ 6  8.7000000000000000E+010  8.0677672761987278E+000
  651  87/ 6  8.8000000000000000E+010  7.8086591178213096E+000
  652  88/ 6  8.9000000000000000E+010  7.7630648633384611E+000
  653  89/ 6  9.0000000000000000E+010  8.1806700386804074E+000
  654  90/ 6  9.1000000000000000E+010  7.8483930045921637E+000
  655  91/ 6  9.2000000000000000E+010  7.7538600095602144E+000
  656  92/ 6  9.3000000000000000E+010  7.5636889126977422E+000
  657  93/ 6  9.4000000000000000E+010  7.5652806088572042E+000
  658   0/ 7  1.0000000000000000E+009  4.1547262277392029E+001
  659   1/ 7  2.0000000000000000E+009  3.8576652128391892E+001
  660   2/ 7  3.0000000000000000E+009  3.6027324586181123E+001
  661   3/ 7  4.0000000000000000E+009  3.3919195223241950E+001
  662   4/ 7  5.0000000000000000E+009  3.2208941013278370E+001
  663   5/ 7  6.0000000000000000E+009  3.0755226831762052E+001
  664   6/ 7  7.0000000000000000E+009  2.9496022007809000E+001
  665   7/ 7  8.0000000000000000E+009  2.8348283864044799E+001
  666   8/ 7  9.0000000000000000E+009  2.7327762840431941E+001
  667   9/ 7  1.0000000000000000E+010  2.6462214417502700E+001
  668  10/ 7  1.1000000000000000E+010  2.5650335214858639E+001
  669  11/ 7  1.2000000000000000E+010  2.4912303588356401E+001
  670  12/ 7  1.3000000000000000E+010  2.4281006151842931E+001
  671  13/ 7  1.4000000000000000E+010  2.3607685538065759E+001
  672  14/ 7  1.5000000000000000E+010  2.3006383869103900E+001
  673  15/ 7  1.6000000000000000E+010  2.2452505532601510E+001
  674  16/ 7  1.7000000000000000E+010  2.1859979549925530E+001
  675  17/ 7  1.8000000000000000E+010  2.1384792816327352E+001
  676  18/ 7  1.9000000000000000E+010  2.0935740516328170E+001
  677  19/ 7  2.0000000000000000E+010  2.0391317820551819E+001
  678  20/ 7  2.1000000000000000E+010  2.0096037269630450E+001
  679  21/ 7  2.2000000000000000E+010  1.9680723946080629E+001
  680  22/ 7  2.3000000000000000E+010  1.9236840289739739E+001
  681  23/ 7  2.4000000000000000E+010  1.8842294266233171E+001
  682  24/ 7  2.5000000000000000E+010  1.8491412312877191E+001
  683  25/ 7  2.6000000000000000E+010  1.8244960775645382E+001
  684  26/ 7  2.7000000000000000E+010  1.7864794908079400E+001
  685  27/ 7  2.8000000000000000E+010  1.7623262579866200E+001
  686  28/ 7  2.9000000000000000E+010  1.7304142333396040E+001
  687  29/ 7  3.0000000000000000E+010  1.6920539513404400E+001
  688  30/ 7  3.1000000000000000E+010  1.6605016196341310E+001
  689  31/ 7  3.2000000000000000E+010  1.6454592959668059E+001
  690  32/ 7  3.3000000000000000E+010  1.6165340626747302E+001
  691  33/ 7  3.4000000000000000E+010  1.5963076954884860E+001
  692  34/ 7  3.5000000000000000E+010  1.5652637937617060E+001
  693  35/ 7  3.6000000000000000E+010  1.5353134397429690E+001
  694  36/ 7  3.7000000000000000E+010  1.4871724324035940E+001
  695  37/ 7  3.8000000000000000E+010  1.4799908242481109E+001
  696  38/ 7  3.9000000000000000E+010  1.4434488008163660E+001
  697  39/ 7  4.0000000000000000E+010  1.4672515003786881E+001
  698  40/ 7  4.1000000000000000E+010  1.4155342564885411E+001
  699  41/ 7  4.2000000000000000E+010  1.3779465242508429E+001
  700  42/ 7  4.3000000000000000E+010  1.3403683703572129E+001
  701  43/ 7  4.4000000000000000E+010  1.3669247218230611E+001
  702  44/ 7  4.5000000000000000E+010  1.3708215189770719E+001
  703  45/ 7  4.6000000000000000E+010  1.5020490797808050E+001
  704  46/ 7  4.7000000000000000E+010  1.9475796345978111E+001
  705  47/ 7  4.8000000000000000E+010  1.5144721767635700E+001
  706  48/ 7  4.9000000000000000E+010  1.4217378407011450E+001
  707  49/ 7  5.0000000000000000E+010  1.2254463429223520E+001
  708  50/ 7  5.1000000000000000E+010  1.1206668405311200E+001
  709  51/ 7  5.2000000000000000E+010  9.7864950139998985E+000
  710  52/ 7  5.3000000000000000E+010  1.2371712333802490E+001
  711  53/ 7  5.4000000000000000E+010  1.1918190566358120E+001
  712  54/ 7  5.5000000000000000E+010  8.8115461889487854E+000
  713  55/ 7  5.6000000000000000E+010  1.4049736147180059E+001
  714  56/ 7  5.7000000000000000E+010  1.0417514189033740E+001
  715  57/ 7  5.8000000000000000E+010  1.1572391268175121E+001
  716  58/ 7  5.9000000000000000E+010  1.3409161612670390E+001
  717  59/ 7  6.0000000000000000E+010  1.3589145136887410E+001
  718  60/ 7  6.1000000000000000E+010  1.1769588886241010E+001
  719  61/ 7  6.2000000000000000E+010  1.1245942424579400E+001
  720  62/ 7  6.3000000000000000E+010  1.1542958800015739E+001
  721  63/ 7  6.4000000000000000E+010  1.1526471006275260E+001
  722  64/ 7  6.5000000000000000E+010  1.1126404943664371E+001
  723  65/ 7  6.6000000000000000E+010  1.0760332510602860E+001
  724  66/ 7  6.7000000000000000E+010  1.0634400798325171E+001
  725  67/ 7  6.8000000000000000E+010  1.0531377514446200E+001
  726  68/ 7  6.9000000000000000E+010  1.0167890494819760E+001
  727  69/ 7  7.0000000000000000E+010  1.0468604470348810E+001
  728  70/ 7  7.1000000000000000E+010  9.9664698195117278E+000
  729  71/ 7  7.2000000000000000E+010  9.9929572736665957E+000
  730  72/ 7  7.3000000000000000E+010  9.7757747590868309E+000
  731  73/ 7  7.4000000000000000E+010  9.4229051586465822E+000
  732  74/ 7  7.5000000000000000E+010  9.7027884948393748E+000
  733  75/ 7  7.6000000000000000E+010  9.5811318800892682E+000
  734  76/ 7  7.7000000000000000E+010  9.7487440235678555E+000
  735  77/ 7  7.8000000000000000E+010  9.4617094693197394E+000
  736  78/ 7  7.9000000000000000E+010  9.5398893741963402E+000
  737  79/ 7  8.0000000000000000E+010  8.6864295616092289E+000
  738  80/ 7  8.1000000000000000E+010  8.0405413565392916E+000
  739  81/ 7  8.2000000000000000E+010  9.1294751165185648E+000
  740  82/ 7  8.3000000000000000E+010  8.4591865063234035E+000
  741  83/ 7  8.4000000000000000E+010  8.1382301616270425E+000
  742  84/ 7  8.5000000000000000E+010  8.3010967655095733E+000
  743  85/ 7  8.6000000000000000E+010  8.4668432374848415E+000
  744  86/ 7  8.7000000000000000E+010  8.2405228978967315E+000
  745  87/ 7  8.8000000000000000E+010  7.9778647309706310E+000
  746  88/ 7  8.9000000000000000E+010  7.9550076162847709E+000
  747  89/ 7  9.0000000000000000E+010  8.3737349076523380E+000
  748  90/ 7  9.1000000000000000E+010  8.0064012641903695E+000
  749  91/ 7  9.2000000000000000E+010  7.8952157635705289E+000
  750  92/ 7  9.3000000000000000E+010  7.7343761201915857E+000
  751  93/ 7  9.4000000000000000E+010  7.7818560762360711E+000
  752   0/ 8  1.0000000000000000E+009  3.8472901573102739E+001
  753   1/ 8  2.0000000000000000E+009  3.6312977319455833E+001
  754   2/ 8  3.0000000000000000E+009  3.4293896642748678E+001
  755   3/ 8  4.0000000000000000E+009  3.2506592744637111E+001
  756   4/ 8  5.0000000000000000E+009  3.1052275611346850E+001
  757   5/ 8  6.0000000000000000E+009  2.9719706961024180E+001
  758   6/ 8  7.0000000000000000E+009  2.8513241779460490E+001
  759   7/ 8  8.0000000000000000E+009  2.7431464931912078E+001
  760   8/ 8  9.0000000000000000E+009  2.6436806366480891E+001
  761   9/ 8  1.0000000000000000E+010  2.5574743807508408E+001
  762  10/ 8  1.1000000000000000E+010  2.4801642839265771E+001
  763  11/ 8  1.2000000000000000E+010  2.4101766469988689E+001
  764  12/ 8  1.3000000000000000E+010  2.3414626867227220E+001
  765  13/ 8  1.4000000000000000E+010  2.2758839853379040E+001
  766  14/ 8  1.5000000000000000E+010  2.2149799210304231E+001
  767  15/ 8  1.6000000000000000E+010  2.1663873425353302E+001
  768  16/ 8  1.7000000000000000E+010  2.1026580776107100E+001
  769  17/ 8  1.8000000000000000E+010  2.0569859652471610E+001
  770  18/ 8  1.9000000000000000E+010  2.0149997477207972E+001
  771  19/ 8  2.0000000000000000E+010  1.9593682658833490E+001
  772  20/ 8  2.1000000000000000E+010  1.9301510400168389E+001
  773  21/ 8  2.2000000000000000E+010  1.8832863720553480E+001
  774  22/ 8  2.3000000000000000E+010  1.8475088678507301E+001
  775  23/ 8  2.4000000000000000E+010  1.8068262665994510E+001
  776  24/ 8  2.5000000000000000E+010  1.7741438271467000E+001
  777  25/ 8  2.6000000000000000E+010  1.7434150861895070E+001
  778  26/ 8  2.7000000000000000E+010  1.7098684909558010E+001
  779  27/ 8  2.8000000000000000E+010  1.6881889328336229E+001
  780  28/ 8  2.9000000000000000E+010  1.6525638906905460E+001
  781  29/ 8  3.0000000000000000E+010  1.6171721958558940E+001
  782  30/ 8  3.1000000000000000E+010  1.5808305203988150E+001
  783  31/ 8  3.2000000000000000E+010  1.5645841616931220E+001
  784  32/ 8  3.3000000000000000E+010  1.5317842848121010E+001
  785  33/ 8  3.4000000000000000E+010  1.5186232259227991E+001
  786  34/ 8  3.5000000000000000E+010  1.4781393098808680E+001
  787  35/ 8  3.6000000000000000E+010  1.4596860763682090E+001
  788  36/ 8  3.7000000000000000E+010  1.4200384348510310E+001
  789  37/ 8  3.8000000000000000E+010  1.4282036066507430E+001
  790  38/ 8  3.9000000000000000E+010  1.3727826172866990E+001
  791  39/ 8  4.0000000000000000E+010  1.3656486130942209E+001
  792  40/ 8  4.1000000000000000E+010  1.3390889151291629E+001
  793  41/ 8  4.2000000000000000E+010  1.3059096686431181E+001
  794  42/ 8  4.3000000000000000E+010  1.2735977676571370E+001
  795  43/ 8  4.4000000000000000E+010  1.2873471643322731E+001
  796  44/ 8  4.5000000000000000E+010  1.2884520278603921E+001
  797  45/ 8  4.6000000000000000E+010  1.4026885016568359E+001
  798  46/ 8  4.7000000000000000E+010  1.8229137361340069E+001
  799  47/ 8  4.8000000000000000E+010  1.3944710645978811E+001
  800  48/ 8  4.9000000000000000E+010  1.3387826785606039E+001
  801  49/ 8  5.0000000000000000E+010  1.1143353590569170E+001
  802  50/ 8  5.1000000000000000E+010  1.0427971023565020E+001
  803  51/ 8  5.2000000000000000E+010  9.1844231545840156E+000
  804  52/ 8  5.3000000000000000E+010  1.0835929326177530E+001
  805  53/ 8  5.4000000000000000E+010  1.1476337345861159E+001
  806  54/ 8  5.5000000000000000E+010  8.1748250304039463E+000
  807  55/ 8  5.6000000000000000E+010  1.2371512623829931E+001
  808  56/ 8  5.7000000000000000E+010  9.3397742381375650E+000
  809  57/ 8  5.8000000000000000E+010  1.0870193220192460E+001
  810  58/ 8  5.9000000000000000E+010  1.2510971403933020E+001
  811  59/ 8  6.0000000000000000E+010  1.2016749652720550E+001
  812  60/ 8  6.1000000000000000E+010  1.0948571202873810E+001
  813  61/ 8  6.2000000000000000E+010  1.0447809168199329E+001
  814  62/ 8  6.3000000000000000E+010  1.0709628390975000E+001
  815  63/ 8  6.4000000000000000E+010  1.0715215617653460E+001
  816  64/ 8  6.5000000000000000E+010  1.0328280200399879E+001
  817  65/ 8  6.6000000000000000E+010  9.9605045810557709E+000
  818  66/ 8  6.7000000000000000E+010  9.8266112221149324E+000
  819  67/ 8  6.8000000000000000E+010  9.7527484197803602E+000
  820  68/ 8  6.9000000000000000E+010  9.3693684335211476E+000
  821  69/ 8  7.0000000000000000E+010  9.6942493026931942E+000
  822  70/ 8  7.1000000000000000E+010  9.1999036953246645E+000
  823  71/ 8  7.2000000000000000E+010  9.2142793558759291E+000
