Ic (@Vce=1.5V) = {0.170mA, 0.3653mA, 0.7346mA, 1.391mA, 2.528mA, 
4.373mA, 7.044mA, 10.49mA, 14.56mA, 19.11mA, 23.72mA, 27.26mA,
30.26mA, 33.18mA}

H21 vs. freq
Point prm/cv                      freq                  H21_dB.m
  386  10/ 4  1.10000000000000000E+010  1.99127969441128020E+001
  387  11/ 4  1.20000000000000000E+010  1.92084772680301260E+001
  388  12/ 4  1.30000000000000000E+010  1.84634054943797420E+001
  389  13/ 4  1.40000000000000000E+010  1.78048909395478670E+001
  390  14/ 4  1.50000000000000000E+010  1.72163609555494400E+001
  391  15/ 4  1.60000000000000000E+010  1.65039926814098620E+001
  392  16/ 4  1.70000000000000000E+010  1.61436676010401430E+001
  393  17/ 4  1.80000000000000000E+010  1.55759332611316520E+001
  394  18/ 4  1.90000000000000000E+010  1.51910563843175480E+001
  395  19/ 4  2.00000000000000000E+010  1.46480204575864740E+001
  396  20/ 4  2.10000000000000000E+010  1.43360008093435920E+001
  397  21/ 4  2.20000000000000000E+010  1.39233692118325720E+001
  398  22/ 4  2.30000000000000000E+010  1.34813690953470590E+001
  399  23/ 4  2.40000000000000000E+010  1.31595387216536980E+001
  400  24/ 4  2.50000000000000000E+010  1.28070316664899550E+001
  401  25/ 4  2.60000000000000000E+010  1.24476100988835350E+001
  402  26/ 4  2.70000000000000000E+010  1.21543080576427340E+001
  403  27/ 4  2.80000000000000000E+010  1.17731207179804930E+001
  404  28/ 4  2.90000000000000000E+010  1.14991799202765290E+001
  405  29/ 4  3.00000000000000000E+010  1.11588117616324050E+001
  406  30/ 4  3.10000000000000000E+010  1.07807852602722180E+001
  407  31/ 4  3.20000000000000000E+010  1.07258931694872290E+001
  408  32/ 4  3.30000000000000000E+010  1.04254257363904850E+001
  409  33/ 4  3.40000000000000000E+010  1.00620392631436410E+001
  410  34/ 4  3.50000000000000000E+010  9.81942089595269780E+000
  411  35/ 4  3.60000000000000000E+010  9.60311771178027310E+000
  412  36/ 4  3.70000000000000000E+010  9.22205296982633270E+000
  413  37/ 4  3.80000000000000000E+010  9.20467577618736500E+000
  414  38/ 4  3.90000000000000000E+010  8.68245518716375740E+000
  415  39/ 4  4.00000000000000000E+010  8.83945077526312590E+000
  416  40/ 4  4.10000000000000000E+010  8.41019444779203700E+000
  417  41/ 4  4.20000000000000000E+010  8.08592307025853610E+000
  418  42/ 4  4.30000000000000000E+010  7.85525430918120730E+000
  419  43/ 4  4.40000000000000000E+010  7.86327770893930470E+000
  420  44/ 4  4.50000000000000000E+010  7.92519954660175150E+000
  421  45/ 4  4.60000000000000000E+010  7.99108041240622310E+000
  422  46/ 4  4.70000000000000000E+010  9.31044401943369590E+000
  423  47/ 4  4.80000000000000000E+010  8.02381105254270820E+000
  424  48/ 4  4.90000000000000000E+010  6.55231683644268690E+000
  425  49/ 4  5.00000000000000000E+010  4.85501343547748300E+000
  426  50/ 4  5.10000000000000000E+010  4.43212919300986470E+000
  427  51/ 4  5.20000000000000000E+010  4.83063507965463580E+000
  428  52/ 4  5.30000000000000000E+010  5.21868805485245880E+000
  429  53/ 4  5.40000000000000000E+010  5.44749801721109430E+000
  430  54/ 4  5.50000000000000000E+010  3.94144094927158630E+000
  431  55/ 4  5.60000000000000000E+010  6.43351344512518870E+000
  432  56/ 4  5.70000000000000000E+010  6.01271066813479040E+000
  433  57/ 4  5.80000000000000000E+010  5.61199145277384300E+000
  434  58/ 4  5.90000000000000000E+010  5.85066384963029760E+000
  435  59/ 4  6.00000000000000000E+010  5.33979107972168080E+000
  436  60/ 4  6.10000000000000000E+010  5.67705864031013530E+000
  437  61/ 4  6.20000000000000000E+010  5.50772399507318330E+000
  438  62/ 4  6.30000000000000000E+010  5.29090700954527280E+000
  439  63/ 4  6.40000000000000000E+010  5.02658772035130760E+000
  440  64/ 4  6.50000000000000000E+010  5.28133695867312450E+000
  441  65/ 4  6.60000000000000000E+010  4.90066736276171260E+000
  442  66/ 4  6.70000000000000000E+010  4.67591545622603900E+000
  443  67/ 4  6.80000000000000000E+010  4.90399390096379490E+000
  444  68/ 4  6.90000000000000000E+010  4.44611221331545270E+000
  445  69/ 4  7.00000000000000000E+010  4.88051695192723310E+000
  446  70/ 4  7.10000000000000000E+010  4.61616818413885440E+000
  447  71/ 4  7.20000000000000000E+010  4.55032987924411360E+000
  448  72/ 4  7.30000000000000000E+010  4.16130224019198010E+000
  449  73/ 4  7.40000000000000000E+010  4.25343692717474830E+000
  450  74/ 4  7.50000000000000000E+010  4.28521109006382960E+000
  451  75/ 4  7.60000000000000000E+010  4.24142445001637290E+000
  452  76/ 4  7.70000000000000000E+010  4.00598657759991820E+000
  453  77/ 4  7.80000000000000000E+010  3.79930896434466180E+000
  454  78/ 4  7.90000000000000000E+010  4.14332263429056540E+000
  455  79/ 4  8.00000000000000000E+010  4.09299595557950370E+000
  456  80/ 4  8.10000000000000000E+010  2.86384111487029180E+000
  457  81/ 4  8.20000000000000000E+010  3.00544088400180480E+000
  458  82/ 4  8.30000000000000000E+010  3.47362154109700460E+000
  459  83/ 4  8.40000000000000000E+010  3.78156698643593400E+000
  460  84/ 4  8.50000000000000000E+010  2.96452230477610310E+000
  461  85/ 4  8.60000000000000000E+010  3.33636109442334570E+000
  462  86/ 4  8.70000000000000000E+010  2.97517477572378790E+000
  463  87/ 4  8.80000000000000000E+010  2.96653270455246610E+000
  464  88/ 4  8.90000000000000000E+010  2.77082822639571540E+000
  465  89/ 4  9.00000000000000000E+010  2.53433047281998650E+000
  466  90/ 4  9.10000000000000000E+010  3.43426264808656610E+000
  467  91/ 4  9.20000000000000000E+010  2.66609137300394040E+000
  468  92/ 4  9.30000000000000000E+010  2.31672214881501310E+000
  469  93/ 4  9.40000000000000000E+010  2.23315912720897810E+000
  470   0/ 5  1.00000000000000000E+009  4.24853553482608890E+001
  471   1/ 5  2.00000000000000000E+009  3.68115655552972640E+001
  472   2/ 5  3.00000000000000000E+009  3.33945076351615740E+001
  473   3/ 5  4.00000000000000000E+009  3.08848114378997640E+001
  474   4/ 5  5.00000000000000000E+009  2.89624562204962470E+001
  475   5/ 5  6.00000000000000000E+009  2.73693134621026320E+001
  476   6/ 5  7.00000000000000000E+009  2.60356858872900360E+001
  477   7/ 5  8.00000000000000000E+009  2.48880318954195020E+001
  478   8/ 5  9.00000000000000000E+009  2.39038439780493700E+001
  479   9/ 5  1.00000000000000000E+010  2.29158720562546630E+001
  480  10/ 5  1.10000000000000000E+010  2.21270107093676740E+001
  481  11/ 5  1.20000000000000000E+010  2.14036032577574710E+001
  482  12/ 5  1.30000000000000000E+010  2.06734948855861870E+001
  483  13/ 5  1.40000000000000000E+010  2.00250553354691330E+001
  484  14/ 5  1.50000000000000000E+010  1.94147902032102950E+001
  485  15/ 5  1.60000000000000000E+010  1.87715690319499910E+001
  486  16/ 5  1.70000000000000000E+010  1.83335984704247360E+001
  487  17/ 5  1.80000000000000000E+010  1.78170101052047550E+001
  488  18/ 5  1.90000000000000000E+010  1.74006669330914610E+001
  489  19/ 5  2.00000000000000000E+010  1.68460869962341700E+001
  490  20/ 5  2.10000000000000000E+010  1.65291181369908850E+001
  491  21/ 5  2.20000000000000000E+010  1.61024090173388820E+001
  492  22/ 5  2.30000000000000000E+010  1.56933568013532090E+001
  493  23/ 5  2.40000000000000000E+010  1.53559257482374620E+001
  494  24/ 5  2.50000000000000000E+010  1.49476170344019440E+001
  495  25/ 5  2.60000000000000000E+010  1.46107524249628930E+001
  496  26/ 5  2.70000000000000000E+010  1.43242214605509750E+001
  497  27/ 5  2.80000000000000000E+010  1.39961817371413030E+001
  498  28/ 5  2.90000000000000000E+010  1.36789276530190090E+001
  499  29/ 5  3.00000000000000000E+010  1.33478070938090920E+001
  500  30/ 5  3.10000000000000000E+010  1.29702745756104520E+001
  501  31/ 5  3.20000000000000000E+010  1.28596579035441550E+001
  502  32/ 5  3.30000000000000000E+010  1.25792427229552840E+001
  503  33/ 5  3.40000000000000000E+010  1.22177102647634770E+001
  504  34/ 5  3.50000000000000000E+010  1.19434788216663250E+001
  505  35/ 5  3.60000000000000000E+010  1.17342894343488130E+001
  506  36/ 5  3.70000000000000000E+010  1.13755433174434460E+001
  507  37/ 5  3.80000000000000000E+010  1.13323589407798040E+001
  508  38/ 5  3.90000000000000000E+010  1.06495157808604650E+001
  509  39/ 5  4.00000000000000000E+010  1.09230777717481970E+001
  510  40/ 5  4.10000000000000000E+010  1.04113200840309990E+001
  511  41/ 5  4.20000000000000000E+010  1.02011446200397980E+001
  512  42/ 5  4.30000000000000000E+010  9.92606519450036910E+000
  513  43/ 5  4.40000000000000000E+010  1.00973106005118400E+001
  514  44/ 5  4.50000000000000000E+010  1.00621943507515650E+001
  515  45/ 5  4.60000000000000000E+010  1.04574932197495740E+001
  516  46/ 5  4.70000000000000000E+010  1.28104002040415370E+001
  517  47/ 5  4.80000000000000000E+010  1.08361887869340040E+001
  518  48/ 5  4.90000000000000000E+010  9.12851932240878840E+000
  519  49/ 5  5.00000000000000000E+010  7.55020542030662960E+000
  520  50/ 5  5.10000000000000000E+010  7.31081027505823930E+000
  521  51/ 5  5.20000000000000000E+010  6.66869245618703670E+000
  522  52/ 5  5.30000000000000000E+010  8.07302843513430800E+000
  523  53/ 5  5.40000000000000000E+010  7.88692059710405770E+000
  524  54/ 5  5.50000000000000000E+010  5.72953978478737100E+000
  525  55/ 5  5.60000000000000000E+010  9.58865867951733540E+000
  526  56/ 5  5.70000000000000000E+010  8.03140730915771780E+000
  527  57/ 5  5.80000000000000000E+010  7.65300547721535200E+000
  528  58/ 5  5.90000000000000000E+010  7.85421751412895470E+000
  529  59/ 5  6.00000000000000000E+010  7.35408178008056270E+000
  530  60/ 5  6.10000000000000000E+010  7.68047990201658590E+000
  531  61/ 5  6.20000000000000000E+010  7.50678255304372400E+000
  532  62/ 5  6.30000000000000000E+010  7.25531964031409600E+000
  533  63/ 5  6.40000000000000000E+010  7.04599394875297240E+000
  534  64/ 5  6.50000000000000000E+010  7.27610560185265240E+000
  535  65/ 5  6.60000000000000000E+010  6.88051527905210400E+000
  536  66/ 5  6.70000000000000000E+010  6.65455353444049540E+000
  537  67/ 5  6.80000000000000000E+010  6.86934499199771410E+000
  538  68/ 5  6.90000000000000000E+010  6.38555138254438680E+000
  539  69/ 5  7.00000000000000000E+010  6.87819643884524100E+000
  540  70/ 5  7.10000000000000000E+010  6.49388819381066180E+000
  541  71/ 5  7.20000000000000000E+010  6.48394652565336750E+000
  542  72/ 5  7.30000000000000000E+010  6.05176806839740780E+000
  543  73/ 5  7.40000000000000000E+010  6.20165928020391450E+000
  544  74/ 5  7.50000000000000000E+010  6.20226030538473870E+000
  545  75/ 5  7.60000000000000000E+010  6.19974585943794840E+000
  546  76/ 5  7.70000000000000000E+010  5.91985099198481810E+000
  547  77/ 5  7.80000000000000000E+010  5.77032650588865610E+000
  548  78/ 5  7.90000000000000000E+010  6.07197864070116820E+000
  549  79/ 5  8.00000000000000000E+010  5.97933333996309190E+000
  550  80/ 5  8.10000000000000000E+010  4.68318896341864390E+000
  551  81/ 5  8.20000000000000000E+010  4.88459929160792150E+000
  552  82/ 5  8.30000000000000000E+010  5.35588921810443620E+000
  553  83/ 5  8.40000000000000000E+010  5.68045580929489270E+000
  554  84/ 5  8.50000000000000000E+010  4.84215459248329430E+000
  555  85/ 5  8.60000000000000000E+010  5.22850904209161720E+000
  556  86/ 5  8.70000000000000000E+010  4.82014682783690770E+000
  557  87/ 5  8.80000000000000000E+010  4.82726599406104120E+000
  558  88/ 5  8.90000000000000000E+010  4.62831154032927120E+000
  559  89/ 5  9.00000000000000000E+010  4.42205216734765920E+000
  560  90/ 5  9.10000000000000000E+010  5.29666317324897660E+000
  561  91/ 5  9.20000000000000000E+010  4.52404349077189140E+000
  562  92/ 5  9.30000000000000000E+010  3.93502073983201670E+000
  563  93/ 5  9.40000000000000000E+010  4.05024345944783360E+000
  564   0/ 6  1.00000000000000000E+009  4.32137903569547110E+001
  565   1/ 6  2.00000000000000000E+009  3.78184411965741280E+001
  566   2/ 6  3.00000000000000000E+009  3.44338553765511010E+001
  567   3/ 6  4.00000000000000000E+009  3.19999815269626570E+001
  568   4/ 6  5.00000000000000000E+009  3.00888974038769990E+001
  569   5/ 6  6.00000000000000000E+009  2.85331230370279380E+001
  570   6/ 6  7.00000000000000000E+009  2.72016677023717010E+001
  571   7/ 6  8.00000000000000000E+009  2.60567336172677170E+001
  572   8/ 6  9.00000000000000000E+009  2.50569505401062000E+001
  573   9/ 6  1.00000000000000000E+010  2.41083525232399790E+001
  574  10/ 6  1.10000000000000000E+010  2.32981708532957650E+001
  575  11/ 6  1.20000000000000000E+010  2.25746405099370730E+001
  576  12/ 6  1.30000000000000000E+010  2.18533788898719830E+001
  577  13/ 6  1.40000000000000000E+010  2.12043933682077890E+001
  578  14/ 6  1.50000000000000000E+010  2.06092598074542370E+001
  579  15/ 6  1.60000000000000000E+010  2.00336932034608850E+001
  580  16/ 6  1.70000000000000000E+010  1.95047239522414450E+001
  581  17/ 6  1.80000000000000000E+010  1.90090233920816910E+001
  582  18/ 6  1.90000000000000000E+010  1.85568126704926860E+001
  583  19/ 6  2.00000000000000000E+010  1.80213649570003080E+001
  584  20/ 6  2.10000000000000000E+010  1.77150400618673170E+001
  585  21/ 6  2.20000000000000000E+010  1.72732557702769820E+001
  586  22/ 6  2.30000000000000000E+010  1.68599469869334260E+001
  587  23/ 6  2.40000000000000000E+010  1.64727530622633220E+001
  588  24/ 6  2.50000000000000000E+010  1.61461164206940280E+001
  589  25/ 6  2.60000000000000000E+010  1.58025540007370040E+001
  590  26/ 6  2.70000000000000000E+010  1.54653854915372500E+001
  591  27/ 6  2.80000000000000000E+010  1.51501932403524030E+001
  592  28/ 6  2.90000000000000000E+010  1.48352642396873940E+001
  593  29/ 6  3.00000000000000000E+010  1.44471436800897170E+001
  594  30/ 6  3.10000000000000000E+010  1.40997525203243480E+001
  595  31/ 6  3.20000000000000000E+010  1.39906023277501750E+001
  596  32/ 6  3.30000000000000000E+010  1.36971275767718340E+001
  597  33/ 6  3.40000000000000000E+010  1.34613413022245180E+001
  598  34/ 6  3.50000000000000000E+010  1.30839505809934310E+001
  599  35/ 6  3.60000000000000000E+010  1.28167673930832940E+001
  600  36/ 6  3.70000000000000000E+010  1.25237823451002870E+001
  601  37/ 6  3.80000000000000000E+010  1.25462068594352360E+001
  602  38/ 6  3.90000000000000000E+010  1.18812400970771050E+001
  603  39/ 6  4.00000000000000000E+010  1.19852703667438030E+001
  604  40/ 6  4.10000000000000000E+010  1.15521119684814640E+001
  605  41/ 6  4.20000000000000000E+010  1.13861171493362190E+001
  606  42/ 6  4.30000000000000000E+010  1.11140882928191970E+001
  607  43/ 6  4.40000000000000000E+010  1.12546134637324120E+001
  608  44/ 6  4.50000000000000000E+010  1.12778357890323090E+001
  609  45/ 6  4.60000000000000000E+010  1.18159939907594700E+001
  610  46/ 6  4.70000000000000000E+010  1.47467132598242540E+001
  611  47/ 6  4.80000000000000000E+010  1.23730170955315910E+001
  612  48/ 6  4.90000000000000000E+010  1.07463488910796020E+001
  613  49/ 6  5.00000000000000000E+010  9.63382535230733520E+000
  614  50/ 6  5.10000000000000000E+010  8.69069518566313270E+000
  615  51/ 6  5.20000000000000000E+010  7.63288555639949800E+000
  616  52/ 6  5.30000000000000000E+010  9.75273693364805180E+000
  617  53/ 6  5.40000000000000000E+010  8.66951059415417900E+000
  618  54/ 6  5.50000000000000000E+010  6.75235435131809410E+000
  619  55/ 6  5.60000000000000000E+010  1.06206477430546830E+001
  620  56/ 6  5.70000000000000000E+010  9.11685324692905400E+000
  621  57/ 6  5.80000000000000000E+010  8.77702357589200060E+000
  622  58/ 6  5.90000000000000000E+010  8.94701165094330970E+000
  623  59/ 6  6.00000000000000000E+010  8.47049375076850100E+000
  624  60/ 6  6.10000000000000000E+010  8.77245513406347220E+000
  625  61/ 6  6.20000000000000000E+010  8.64072391845698110E+000
  626  62/ 6  6.30000000000000000E+010  8.35903131751294030E+000
  627  63/ 6  6.40000000000000000E+010  8.14711885782438120E+000
  628  64/ 6  6.50000000000000000E+010  8.36782881949236310E+000
  629  65/ 6  6.60000000000000000E+010  7.98668273851147600E+000
  630  66/ 6  6.70000000000000000E+010  7.72930287183910550E+000
  631  67/ 6  6.80000000000000000E+010  7.98778981129335630E+000
  632  68/ 6  6.90000000000000000E+010  7.47481450918293790E+000
  633  69/ 6  7.00000000000000000E+010  7.97316497980682650E+000
  634  70/ 6  7.10000000000000000E+010  7.64574090327328280E+000
  635  71/ 6  7.20000000000000000E+010  7.58895723614601980E+000
  636  72/ 6  7.30000000000000000E+010  7.15708723766134720E+000
  637  73/ 6  7.40000000000000000E+010  7.22491738310496070E+000
  638  74/ 6  7.50000000000000000E+010  7.29050463979561330E+000
  639  75/ 6  7.60000000000000000E+010  7.27034735624501490E+000
  640  76/ 6  7.70000000000000000E+010  6.97205389891248470E+000
  641  77/ 6  7.80000000000000000E+010  6.77880166253781800E+000
  642  78/ 6  7.90000000000000000E+010  7.14084780648757980E+000
  643  79/ 6  8.00000000000000000E+010  7.07445761759812530E+000
  644  80/ 6  8.10000000000000000E+010  5.69253135000364630E+000
  645  81/ 6  8.20000000000000000E+010  6.01274505434278960E+000
  646  82/ 6  8.30000000000000000E+010  6.43676020137963970E+000
  647  83/ 6  8.40000000000000000E+010  6.76700661072041320E+000
  648  84/ 6  8.50000000000000000E+010  5.87994869253390990E+000
  649  85/ 6  8.60000000000000000E+010  6.35695812698122700E+000
  650  86/ 6  8.70000000000000000E+010  5.89078222572154160E+000
  651  87/ 6  8.80000000000000000E+010  5.87385758774816220E+000
  652  88/ 6  8.90000000000000000E+010  5.77132728261956450E+000
  653  89/ 6  9.00000000000000000E+010  5.41636885858965660E+000
  654  90/ 6  9.10000000000000000E+010  6.38024356743658140E+000
  655  91/ 6  9.20000000000000000E+010  5.53076372349432610E+000
  656  92/ 6  9.30000000000000000E+010  5.17562222735172560E+000
  657  93/ 6  9.40000000000000000E+010  5.06794254550963960E+000
  658   0/ 7  1.00000000000000000E+009  4.29624574179535230E+001
  659   1/ 7  2.00000000000000000E+009  3.80444011114811930E+001
  660   2/ 7  3.00000000000000000E+009  3.48109341088977620E+001
  661   3/ 7  4.00000000000000000E+009  3.23878085384055440E+001
  662   4/ 7  5.00000000000000000E+009  3.05158815703410400E+001
  663   5/ 7  6.00000000000000000E+009  2.89660806433466110E+001
  664   6/ 7  7.00000000000000000E+009  2.76303467447899820E+001
  665   7/ 7  8.00000000000000000E+009  2.65132033147826500E+001
  666   8/ 7  9.00000000000000000E+009  2.54948344422379880E+001
  667   9/ 7  1.00000000000000000E+010  2.45765802077746970E+001
  668  10/ 7  1.10000000000000000E+010  2.37633288065318030E+001
  669  11/ 7  1.20000000000000000E+010  2.30275979815163550E+001
  670  12/ 7  1.30000000000000000E+010  2.23267866635629130E+001
  671  13/ 7  1.40000000000000000E+010  2.16784001635974160E+001
  672  14/ 7  1.50000000000000000E+010  2.10549574652477530E+001
  673  15/ 7  1.60000000000000000E+010  2.05220219107764020E+001
  674  16/ 7  1.70000000000000000E+010  1.99823582371268640E+001
  675  17/ 7  1.80000000000000000E+010  1.94909548552993710E+001
  676  18/ 7  1.90000000000000000E+010  1.90408045243677510E+001
  677  19/ 7  2.00000000000000000E+010  1.85138405879008840E+001
  678  20/ 7  2.10000000000000000E+010  1.82307171585540430E+001
  679  21/ 7  2.20000000000000000E+010  1.77462663669864260E+001
  680  22/ 7  2.30000000000000000E+010  1.73328077509218160E+001
  681  23/ 7  2.40000000000000000E+010  1.69642489104901340E+001
  682  24/ 7  2.50000000000000000E+010  1.66134726854049860E+001
  683  25/ 7  2.60000000000000000E+010  1.63011259567512500E+001
  684  26/ 7  2.70000000000000000E+010  1.59663964602381530E+001
  685  27/ 7  2.80000000000000000E+010  1.56736328173222880E+001
  686  28/ 7  2.90000000000000000E+010  1.53300306204179280E+001
  687  29/ 7  3.00000000000000000E+010  1.49532685515173040E+001
  688  30/ 7  3.10000000000000000E+010  1.46025905047409110E+001
  689  31/ 7  3.20000000000000000E+010  1.44836088251954390E+001
  690  32/ 7  3.30000000000000000E+010  1.41324842250180680E+001
  691  33/ 7  3.40000000000000000E+010  1.38902075357901180E+001
  692  34/ 7  3.50000000000000000E+010  1.35186679470258890E+001
  693  35/ 7  3.60000000000000000E+010  1.33397049645435220E+001
  694  36/ 7  3.70000000000000000E+010  1.29471208906596650E+001
  695  37/ 7  3.80000000000000000E+010  1.28923717425729900E+001
  696  38/ 7  3.90000000000000000E+010  1.23696243381429750E+001
  697  39/ 7  4.00000000000000000E+010  1.25740034219538470E+001
  698  40/ 7  4.10000000000000000E+010  1.20140253054322340E+001
  699  41/ 7  4.20000000000000000E+010  1.18622111923151370E+001
  700  42/ 7  4.30000000000000000E+010  1.15983949075106660E+001
  701  43/ 7  4.40000000000000000E+010  1.17643109431144030E+001
  702  44/ 7  4.50000000000000000E+010  1.17728838383283310E+001
  703  45/ 7  4.60000000000000000E+010  1.24682478228302620E+001
  704  46/ 7  4.70000000000000000E+010  1.54198093960270450E+001
  705  47/ 7  4.80000000000000000E+010  1.30123785371951670E+001
  706  48/ 7  4.90000000000000000E+010  1.18467616726777360E+001
  707  49/ 7  5.00000000000000000E+010  9.97110987955181120E+000
  708  50/ 7  5.10000000000000000E+010  9.50807034733474230E+000
  709  51/ 7  5.20000000000000000E+010  7.97624069804162690E+000
  710  52/ 7  5.30000000000000000E+010  1.00911565280242110E+001
  711  53/ 7  5.40000000000000000E+010  9.17539409065966010E+000
  712  54/ 7  5.50000000000000000E+010  7.21158171579878630E+000
  713  55/ 7  5.60000000000000000E+010  1.17410528288944230E+001
  714  56/ 7  5.70000000000000000E+010  9.59808623752450710E+000
  715  57/ 7  5.80000000000000000E+010  9.25225733317882340E+000
  716  58/ 7  5.90000000000000000E+010  9.40739600776306690E+000
  717  59/ 7  6.00000000000000000E+010  8.92950083781348700E+000
  718  60/ 7  6.10000000000000000E+010  9.20996055267052680E+000
  719  61/ 7  6.20000000000000000E+010  9.11240003120610350E+000
  720  62/ 7  6.30000000000000000E+010  8.82232702237860170E+000
  721  63/ 7  6.40000000000000000E+010  8.57170903270220740E+000
  722  64/ 7  6.50000000000000000E+010  8.81750080203365270E+000
  723  65/ 7  6.60000000000000000E+010  8.47408148011643370E+000
  724  66/ 7  6.70000000000000000E+010  8.12980233593425790E+000
  725  67/ 7  6.80000000000000000E+010  8.47219075603822520E+000
  726  68/ 7  6.90000000000000000E+010  7.90166977156135620E+000
  727  69/ 7  7.00000000000000000E+010  8.45818196180710840E+000
  728  70/ 7  7.10000000000000000E+010  8.11210948784183290E+000
  729  71/ 7  7.20000000000000000E+010  8.04288942608095430E+000
  730  72/ 7  7.30000000000000000E+010  7.66425001811332240E+000
  731  73/ 7  7.40000000000000000E+010  7.66457849011054650E+000
  732  74/ 7  7.50000000000000000E+010  7.77956160244120200E+000
  733  75/ 7  7.60000000000000000E+010  7.72211862000980440E+000
  734  76/ 7  7.70000000000000000E+010  7.48116956475840220E+000
  735  77/ 7  7.80000000000000000E+010  7.18581082264693900E+000
  736  78/ 7  7.90000000000000000E+010  7.58124412526013460E+000
  737  79/ 7  8.00000000000000000E+010  7.58034164316720640E+000
  738  80/ 7  8.10000000000000000E+010  6.22747257777130600E+000
  739  81/ 7  8.20000000000000000E+010  6.26758687260257740E+000
  740  82/ 7  8.30000000000000000E+010  7.05174852340369360E+000
  741  83/ 7  8.40000000000000000E+010  7.24723917260425750E+000
  742  84/ 7  8.50000000000000000E+010  6.29232110033527100E+000
  743  85/ 7  8.60000000000000000E+010  6.88181383455139790E+000
  744  86/ 7  8.70000000000000000E+010  6.33154777993789160E+000
  745  87/ 7  8.80000000000000000E+010  6.29650708247194400E+000
  746  88/ 7  8.90000000000000000E+010  6.16754148852927210E+000
  747  89/ 7  9.00000000000000000E+010  5.80242147187984700E+000
  748  90/ 7  9.10000000000000000E+010  6.76987390911621660E+000
  749  91/ 7  9.20000000000000000E+010  5.98331367347655440E+000
  750  92/ 7  9.30000000000000000E+010  5.71422186827216110E+000
  751  93/ 7  9.40000000000000000E+010  5.74007800174300890E+000
  752   0/ 8  1.00000000000000000E+009  4.20344445773004050E+001
  753   1/ 8  2.00000000000000000E+009  3.76280112358163730E+001
  754   2/ 8  3.00000000000000000E+009  3.45326206184560930E+001
  755   3/ 8  4.00000000000000000E+009  3.21882878927620060E+001
  756   4/ 8  5.00000000000000000E+009  3.03678985086258490E+001
  757   5/ 8  6.00000000000000000E+009  2.88471632462106700E+001
  758   6/ 8  7.00000000000000000E+009  2.75420153015347360E+001
  759   7/ 8  8.00000000000000000E+009  2.63904108573566240E+001
  760   8/ 8  9.00000000000000000E+009  2.53894117024525730E+001
  761   9/ 8  1.00000000000000000E+010  2.44847379935646640E+001
  762  10/ 8  1.10000000000000000E+010  2.36715852855939200E+001
  763  11/ 8  1.20000000000000000E+010  2.29397265678906170E+001
  764  12/ 8  1.30000000000000000E+010  2.22777717718516830E+001
  765  13/ 8  1.40000000000000000E+010  2.16002787377926780E+001
  766  14/ 8  1.50000000000000000E+010  2.09991767365206310E+001
  767  15/ 8  1.60000000000000000E+010  2.04644963946900270E+001
  768  16/ 8  1.70000000000000000E+010  1.98834715648832340E+001
  769  17/ 8  1.80000000000000000E+010  1.94290209004575480E+001
  770  18/ 8  1.90000000000000000E+010  1.89719140874201810E+001
  771  19/ 8  2.00000000000000000E+010  1.84644755786715500E+001
  772  20/ 8  2.10000000000000000E+010  1.81401221102436060E+001
  773  21/ 8  2.20000000000000000E+010  1.76881220584354290E+001
  774  22/ 8  2.30000000000000000E+010  1.72598611635371880E+001
  775  23/ 8  2.40000000000000000E+010  1.68708444453886100E+001
  776  24/ 8  2.50000000000000000E+010  1.65802536887787180E+001
  777  25/ 8  2.60000000000000000E+010  1.62503623361375490E+001
  778  26/ 8  2.70000000000000000E+010  1.59088584413983690E+001
  779  27/ 8  2.80000000000000000E+010  1.55846618002695860E+001
  780  28/ 8  2.90000000000000000E+010  1.52421151145312560E+001
  781  29/ 8  3.00000000000000000E+010  1.49676086453809350E+001
  782  30/ 8  3.10000000000000000E+010  1.46010780673930630E+001
  783  31/ 8  3.20000000000000000E+010  1.44554009175641090E+001
  784  32/ 8  3.30000000000000000E+010  1.40455203248382750E+001
  785  33/ 8  3.40000000000000000E+010  1.38785326650705090E+001
  786  34/ 8  3.50000000000000000E+010  1.35390112310841370E+001
  787  35/ 8  3.60000000000000000E+010  1.32768050788322360E+001
  788  36/ 8  3.70000000000000000E+010  1.28716703803046870E+001
  789  37/ 8  3.80000000000000000E+010  1.29324445015896730E+001
  790  38/ 8  3.90000000000000000E+010  1.22971362904691620E+001
  791  39/ 8  4.00000000000000000E+010  1.23592803196508640E+001
  792  40/ 8  4.10000000000000000E+010  1.19365995799107800E+001
  793  41/ 8  4.20000000000000000E+010  1.17564405356393580E+001
  794  42/ 8  4.30000000000000000E+010  1.14597311354493400E+001
  795  43/ 8  4.40000000000000000E+010  1.16997873273614770E+001
  796  44/ 8  4.50000000000000000E+010  1.16951088615848330E+001
  797  45/ 8  4.60000000000000000E+010  1.22787362067948750E+001
  798  46/ 8  4.70000000000000000E+010  1.54567646927135010E+001
  799  47/ 8  4.80000000000000000E+010  1.30365371318859500E+001
  800  48/ 8  4.90000000000000000E+010  1.14573492010360310E+001
  801  49/ 8  5.00000000000000000E+010  9.96798169662888610E+000
  802  50/ 8  5.10000000000000000E+010  9.13441823719098520E+000
  803  51/ 8  5.20000000000000000E+010  7.91662503212301690E+000
  804  52/ 8  5.30000000000000000E+010  9.93929890530137070E+000
